mortgageInterestRate,propertyValueYearlyIncrease,initialMonthlyRentPrice,delta
0.01,-0.07,1000,-10246.276117811218646451451623
0.01,-0.07,1100,-3046.4638312937877970855614454
0.01,-0.07,1200,4153.3484552236430522803287453
0.01,-0.07,1300,11353.160741741073901646218926
0.01,-0.07,1400,18552.973028258504751012109111
0.01,-0.07,1500,25752.785314775935600377999301
0.01,-0.07,1600,32952.597601293366449743889486
0.01,-0.07,1700,40152.409887810797299109779666
0.01,-0.07,1800,47352.222174328228148475669852
0.01,-0.07,1900,54552.034460845658997841560041
0.01,-0.07,2000,61751.846747363089847207450222
0.01,-0.06,500,-38602.206930398372893280902554
0.01,-0.06,600,-31402.394643880942043915012372
0.01,-0.06,700,-24202.582357363511194549122178
0.01,-0.06,800,-17002.770070846080345183231997
0.01,-0.06,900,-9802.957784328649495817341811
0.01,-0.06,1000,-2603.145497811218646451451623
0.01,-0.06,1100,4596.6667887062122029144385546
0.01,-0.06,1200,11796.479075223643052280328745
0.01,-0.06,1300,18996.291361741073901646218926
0.01,-0.06,1400,26196.103648258504751012109111
0.01,-0.06,1500,33395.915934775935600377999301
0.01,-0.06,1600,40595.728221293366449743889486
0.01,-0.06,1700,47795.540507810797299109779666
0.01,-0.06,1800,54995.352794328228148475669852
0.01,-0.06,1900,62195.165080845658997841560041
0.01,-0.06,2000,69394.977367363089847207450222
0.01,-0.05,500,-30626.823910398372893280902554
0.01,-0.05,600,-23427.011623880942043915012372
0.01,-0.05,700,-16227.199337363511194549122178
0.01,-0.05,800,-9027.387050846080345183231997
0.01,-0.05,900,-1827.574764328649495817341811
0.01,-0.05,1000,5372.237522188781353548548377
0.01,-0.05,1100,12572.049808706212202914438555
0.01,-0.05,1200,19771.862095223643052280328745
0.01,-0.05,1300,26971.674381741073901646218926
0.01,-0.05,1400,34171.486668258504751012109111
0.01,-0.05,1500,41371.298954775935600377999301
0.01,-0.05,1600,48571.111241293366449743889486
0.01,-0.05,1700,55770.923527810797299109779666
0.01,-0.05,1800,62970.735814328228148475669852
0.01,-0.05,1900,70170.548100845658997841560041
0.01,-0.05,2000,77370.360387363089847207450222
0.01,-0.04,500,-22308.471890398372893280902554
0.01,-0.04,600,-15108.659603880942043915012372
0.01,-0.04,700,-7908.847317363511194549122178
0.01,-0.04,800,-709.035030846080345183231997
0.01,-0.04,900,6490.777255671350504182658189
0.01,-0.04,1000,13690.589542188781353548548377
0.01,-0.04,1100,20890.401828706212202914438555
0.01,-0.04,1200,28090.214115223643052280328745
0.01,-0.04,1300,35290.026401741073901646218926
0.01,-0.04,1400,42489.838688258504751012109111
0.01,-0.04,1500,49689.650974775935600377999301
0.01,-0.04,1600,56889.463261293366449743889486
0.01,-0.04,1700,64089.275547810797299109779666
0.01,-0.04,1800,71289.087834328228148475669852
0.01,-0.04,1900,78488.900120845658997841560041
0.01,-0.04,2000,85688.71240736308984720745022
0.01,-0.03,500,-13636.206270398372893280902554
0.01,-0.03,600,-6436.393983880942043915012372
0.01,-0.03,700,763.418302636488805450877822
0.01,-0.03,800,7963.230589153919654816768003
0.01,-0.03,900,15163.042875671350504182658189
0.01,-0.03,1000,22362.855162188781353548548377
0.01,-0.03,1100,29562.667448706212202914438555
0.01,-0.03,1200,36762.479735223643052280328745
0.01,-0.03,1300,43962.292021741073901646218926
0.01,-0.03,1400,51162.104308258504751012109111
0.01,-0.03,1500,58361.916594775935600377999301
0.01,-0.03,1600,65561.728881293366449743889486
0.01,-0.03,1700,72761.541167810797299109779666
0.01,-0.03,1800,79961.35345432822814847566985
0.01,-0.03,1900,87161.16574084565899784156004
0.01,-0.03,2000,94360.97802736308984720745022
0.01,-0.02,500,-4598.852050398372893280902554
0.01,-0.02,600,2600.960236119057956084987628
0.01,-0.02,700,9800.772522636488805450877822
0.01,-0.02,800,17000.584809153919654816768003
0.01,-0.02,900,24200.397095671350504182658189
0.01,-0.02,1000,31400.209382188781353548548377
0.01,-0.02,1100,38600.021668706212202914438555
0.01,-0.02,1200,45799.833955223643052280328745
0.01,-0.02,1300,52999.646241741073901646218926
0.01,-0.02,1400,60199.458528258504751012109111
0.01,-0.02,1500,67399.270814775935600377999301
0.01,-0.02,1600,74599.083101293366449743889486
0.01,-0.02,1700,81798.89538781079729910977967
0.01,-0.02,1800,88998.70767432822814847566985
0.01,-0.02,1900,96198.51996084565899784156004
0.01,-0.02,2000,103398.33224736308984720745022
0.01,-0.01,500,4814.998569601627106719097446
0.01,-0.01,600,12014.810856119057956084987628
0.01,-0.01,700,19214.623142636488805450877822
0.01,-0.01,800,26414.435429153919654816768003
0.01,-0.01,900,33614.247715671350504182658189
0.01,-0.01,1000,40814.060002188781353548548377
0.01,-0.01,1100,48013.872288706212202914438555
0.01,-0.01,1200,55213.684575223643052280328745
0.01,-0.01,1300,62413.496861741073901646218926
0.01,-0.01,1400,69613.309148258504751012109111
0.01,-0.01,1500,76813.121434775935600377999301
0.01,-0.01,1600,84012.93372129336644974388949
0.01,-0.01,1700,91212.74600781079729910977967
0.01,-0.01,1800,98412.55829432822814847566985
0.01,-0.01,1900,105612.37058084565899784156004
0.01,-0.01,2000,112812.18286736308984720745022
0.01,0.00,500,14616.988589601627106719097446
0.01,0.00,600,21816.800876119057956084987628
0.01,0.00,700,29016.613162636488805450877822
0.01,0.00,800,36216.425449153919654816768003
0.01,0.00,900,43416.237735671350504182658189
0.01,0.00,1000,50616.050022188781353548548377
0.01,0.00,1100,57815.862308706212202914438555
0.01,0.00,1200,65015.674595223643052280328745
0.01,0.00,1300,72215.486881741073901646218926
0.01,0.00,1400,79415.29916825850475101210911
0.01,0.00,1500,86615.11145477593560037799930
0.01,0.00,1600,93814.92374129336644974388949
0.01,0.00,1700,101014.73602781079729910977967
0.01,0.00,1800,108214.54831432822814847566985
0.01,0.00,1900,115414.36060084565899784156004
0.01,0.00,2000,122614.17288736308984720745022
0.01,0.01,500,24818.998609601627106719097446
0.01,0.01,600,32018.810896119057956084987628
0.01,0.01,700,39218.623182636488805450877822
0.01,0.01,800,46418.435469153919654816768003
0.01,0.01,900,53618.247755671350504182658189
0.01,0.01,1000,60818.060042188781353548548377
0.01,0.01,1100,68017.872328706212202914438555
0.01,0.01,1200,75217.684615223643052280328745
0.01,0.01,1300,82417.49690174107390164621893
0.01,0.01,1400,89617.30918825850475101210911
0.01,0.01,1500,96817.12147477593560037799930
0.01,0.01,1600,104016.93376129336644974388949
0.01,0.01,1700,111216.74604781079729910977967
0.01,0.01,1800,118416.55833432822814847566985
0.01,0.01,1900,125616.37062084565899784156004
0.01,0.01,2000,132816.18290736308984720745022
0.01,0.02,500,35433.149229601627106719097446
0.01,0.02,600,42632.961516119057956084987628
0.01,0.02,700,49832.773802636488805450877822
0.01,0.02,800,57032.586089153919654816768003
0.01,0.02,900,64232.398375671350504182658189
0.01,0.02,1000,71432.210662188781353548548377
0.01,0.02,1100,78632.022948706212202914438555
0.01,0.02,1200,85831.83523522364305228032875
0.01,0.02,1300,93031.64752174107390164621893
0.01,0.02,1400,100231.45980825850475101210911
0.01,0.02,1500,107431.27209477593560037799930
0.01,0.02,1600,114631.08438129336644974388949
0.01,0.02,1700,121830.89666781079729910977967
0.01,0.02,1800,129030.70895432822814847566985
0.01,0.02,1900,136230.52124084565899784156004
0.01,0.02,2000,143430.33352736308984720745022
0.01,0.03,500,46471.803449601627106719097446
0.01,0.03,600,53671.615736119057956084987628
0.01,0.03,700,60871.428022636488805450877822
0.01,0.03,800,68071.240309153919654816768003
0.01,0.03,900,75271.052595671350504182658189
0.01,0.03,1000,82470.86488218878135354854838
0.01,0.03,1100,89670.67716870621220291443855
0.01,0.03,1200,96870.48945522364305228032875
0.01,0.03,1300,104070.30174174107390164621893
0.01,0.03,1400,111270.11402825850475101210911
0.01,0.03,1500,118469.92631477593560037799930
0.01,0.03,1600,125669.73860129336644974388949
0.01,0.03,1700,132869.55088781079729910977967
0.01,0.03,1800,140069.36317432822814847566985
0.01,0.03,1900,147269.17546084565899784156004
0.01,0.03,2000,154468.98774736308984720745022
0.01,0.04,500,57947.569069601627106719097446
0.01,0.04,600,65147.381356119057956084987628
0.01,0.04,700,72347.193642636488805450877822
0.01,0.04,800,79547.00592915391965481676800
0.01,0.04,900,86746.81821567135050418265819
0.01,0.04,1000,93946.63050218878135354854838
0.01,0.04,1100,101146.44278870621220291443855
0.01,0.04,1200,108346.25507522364305228032875
0.01,0.04,1300,115546.06736174107390164621893
0.01,0.04,1400,122745.87964825850475101210911
0.01,0.04,1500,129945.69193477593560037799930
0.01,0.04,1600,137145.50422129336644974388949
0.01,0.04,1700,144345.31650781079729910977967
0.01,0.04,1800,151545.12879432822814847566985
0.01,0.04,1900,158744.94108084565899784156004
0.01,0.04,2000,165944.75336736308984720745022
0.01,0.05,500,69873.301089601627106719097446
0.01,0.05,600,77073.113376119057956084987628
0.01,0.05,700,84272.92566263648880545087782
0.01,0.05,800,91472.73794915391965481676800
0.01,0.05,900,98672.55023567135050418265819
0.01,0.05,1000,105872.36252218878135354854838
0.01,0.05,1100,113072.17480870621220291443855
0.01,0.05,1200,120271.98709522364305228032875
0.01,0.05,1300,127471.79938174107390164621893
0.01,0.05,1400,134671.61166825850475101210911
0.01,0.05,1500,141871.42395477593560037799930
0.01,0.05,1600,149071.23624129336644974388949
0.01,0.05,1700,156271.04852781079729910977967
0.01,0.05,1800,163470.86081432822814847566985
0.01,0.05,1900,170670.67310084565899784156004
0.01,0.05,2000,177870.48538736308984720745022
0.01,0.06,500,82262.10410960162710671909745
0.01,0.06,600,89461.91639611905795608498763
0.01,0.06,700,96661.72868263648880545087782
0.01,0.06,800,103861.54096915391965481676800
0.01,0.06,900,111061.35325567135050418265819
0.01,0.06,1000,118261.16554218878135354854838
0.01,0.06,1100,125460.97782870621220291443855
0.01,0.06,1200,132660.79011522364305228032875
0.01,0.06,1300,139860.60240174107390164621893
0.01,0.06,1400,147060.41468825850475101210911
0.01,0.06,1500,154260.22697477593560037799930
0.01,0.06,1600,161460.03926129336644974388949
0.01,0.06,1700,168659.85154781079729910977967
0.01,0.06,1800,175859.66383432822814847566985
0.01,0.06,1900,183059.47612084565899784156004
0.01,0.06,2000,190259.28840736308984720745022
0.01,0.07,500,95127.33472960162710671909745
0.01,0.07,600,102327.14701611905795608498763
0.01,0.07,700,109526.95930263648880545087782
0.01,0.07,800,116726.77158915391965481676800
0.01,0.07,900,123926.58387567135050418265819
0.01,0.07,1000,131126.39616218878135354854838
0.01,0.07,1100,138326.20844870621220291443855
0.01,0.07,1200,145526.02073522364305228032875
0.01,0.07,1300,152725.83302174107390164621893
0.01,0.07,1400,159925.64530825850475101210911
0.01,0.07,1500,167125.45759477593560037799930
0.01,0.07,1600,174325.26988129336644974388949
0.01,0.07,1700,181525.08216781079729910977967
0.01,0.07,1800,188724.89445432822814847566985
0.01,0.07,1900,195924.70674084565899784156004
0.01,0.07,2000,203124.51902736308984720745022
0.01,0.08,500,108482.60394960162710671909745
0.01,0.08,600,115682.41623611905795608498763
0.01,0.08,700,122882.22852263648880545087782
0.01,0.08,800,130082.04080915391965481676800
0.01,0.08,900,137281.85309567135050418265819
0.01,0.08,1000,144481.66538218878135354854838
0.01,0.08,1100,151681.47766870621220291443855
0.01,0.08,1200,158881.28995522364305228032875
0.01,0.08,1300,166081.10224174107390164621893
0.01,0.08,1400,173280.91452825850475101210911
0.01,0.08,1500,180480.72681477593560037799930
0.01,0.08,1600,187680.53910129336644974388949
0.01,0.08,1700,194880.35138781079729910977967
0.01,0.08,1800,202080.16367432822814847566985
0.01,0.08,1900,209279.97596084565899784156004
0.01,0.08,2000,216479.78824736308984720745022
0.01,0.09,500,122341.77956960162710671909745
0.01,0.09,600,129541.59185611905795608498763
0.01,0.09,700,136741.40414263648880545087782
0.01,0.09,800,143941.21642915391965481676800
0.01,0.09,900,151141.02871567135050418265819
0.01,0.09,1000,158340.84100218878135354854838
0.01,0.09,1100,165540.65328870621220291443855
0.01,0.09,1200,172740.46557522364305228032875
0.01,0.09,1300,179940.27786174107390164621893
0.01,0.09,1400,187140.09014825850475101210911
0.01,0.09,1500,194339.90243477593560037799930
0.01,0.09,1600,201539.71472129336644974388949
0.01,0.09,1700,208739.52700781079729910977967
0.01,0.09,1800,215939.33929432822814847566985
0.01,0.09,1900,223139.15158084565899784156004
0.01,0.09,2000,230338.96386736308984720745022
0.01,0.10,500,136718.98858960162710671909745
0.01,0.10,600,143918.80087611905795608498763
0.01,0.10,700,151118.61316263648880545087782
0.01,0.10,800,158318.42544915391965481676800
0.01,0.10,900,165518.23773567135050418265819
0.01,0.10,1000,172718.05002218878135354854838
0.01,0.10,1100,179917.86230870621220291443855
0.01,0.10,1200,187117.67459522364305228032875
0.01,0.10,1300,194317.48688174107390164621893
0.01,0.10,1400,201517.29916825850475101210911
0.01,0.10,1500,208717.11145477593560037799930
0.01,0.10,1600,215916.92374129336644974388949
0.01,0.10,1700,223116.73602781079729910977967
0.01,0.10,1800,230316.54831432822814847566985
0.01,0.10,1900,237516.36060084565899784156004
0.01,0.10,2000,244716.17288736308984720745022
0.01,0.11,500,151628.61960960162710671909745
0.01,0.11,600,158828.43189611905795608498763
0.01,0.11,700,166028.24418263648880545087782
0.01,0.11,800,173228.05646915391965481676800
0.01,0.11,900,180427.86875567135050418265819
0.01,0.11,1000,187627.68104218878135354854838
0.01,0.11,1100,194827.49332870621220291443855
0.01,0.11,1200,202027.30561522364305228032875
0.01,0.11,1300,209227.11790174107390164621893
0.01,0.11,1400,216426.93018825850475101210911
0.01,0.11,1500,223626.74247477593560037799930
0.01,0.11,1600,230826.55476129336644974388949
0.01,0.11,1700,238026.36704781079729910977967
0.01,0.11,1800,245226.17933432822814847566985
0.01,0.11,1900,252425.99162084565899784156004
0.01,0.11,2000,259625.80390736308984720745022
0.01,0.12,500,167085.32522960162710671909745
0.01,0.12,600,174285.13751611905795608498763
0.01,0.12,700,181484.94980263648880545087782
0.01,0.12,800,188684.76208915391965481676800
0.01,0.12,900,195884.57437567135050418265819
0.01,0.12,1000,203084.38666218878135354854838
0.01,0.12,1100,210284.19894870621220291443855
0.01,0.12,1200,217484.01123522364305228032875
0.01,0.12,1300,224683.82352174107390164621893
0.01,0.12,1400,231883.63580825850475101210911
0.01,0.12,1500,239083.44809477593560037799930
0.01,0.12,1600,246283.26038129336644974388949
0.01,0.12,1700,253483.07266781079729910977967
0.01,0.12,1800,260682.88495432822814847566985
0.01,0.12,1900,267882.69724084565899784156004
0.01,0.12,2000,275082.50952736308984720745022
0.01,0.13,500,183104.02444960162710671909745
0.01,0.13,600,190303.83673611905795608498763
0.01,0.13,700,197503.64902263648880545087782
0.01,0.13,800,204703.46130915391965481676800
0.01,0.13,900,211903.27359567135050418265819
0.01,0.13,1000,219103.08588218878135354854838
0.01,0.13,1100,226302.89816870621220291443855
0.01,0.13,1200,233502.71045522364305228032875
0.01,0.13,1300,240702.52274174107390164621893
0.01,0.13,1400,247902.33502825850475101210911
0.01,0.13,1500,255102.14731477593560037799930
0.01,0.13,1600,262301.95960129336644974388949
0.01,0.13,1700,269501.77188781079729910977967
0.01,0.13,1800,276701.58417432822814847566985
0.01,0.13,1900,283901.39646084565899784156004
0.01,0.13,2000,291101.20874736308984720745022
0.01,0.14,500,199699.90506960162710671909745
0.01,0.14,600,206899.71735611905795608498763
0.01,0.14,700,214099.52964263648880545087782
0.01,0.14,800,221299.34192915391965481676800
0.01,0.14,900,228499.15421567135050418265819
0.01,0.14,1000,235698.96650218878135354854838
0.01,0.14,1100,242898.77878870621220291443855
0.01,0.14,1200,250098.59107522364305228032875
0.01,0.14,1300,257298.40336174107390164621893
0.01,0.14,1400,264498.21564825850475101210911
0.01,0.14,1500,271698.02793477593560037799930
0.01,0.14,1600,278897.84022129336644974388949
0.01,0.14,1700,286097.65250781079729910977967
0.01,0.14,1800,293297.46479432822814847566985
0.01,0.14,1900,300497.27708084565899784156004
0.01,0.14,2000,307697.08936736308984720745022
0.01,0.15,500,216888.42608960162710671909745
0.01,0.15,600,224088.23837611905795608498763
0.01,0.15,700,231288.05066263648880545087782
0.01,0.15,800,238487.86294915391965481676800
0.01,0.15,900,245687.67523567135050418265819
0.01,0.15,1000,252887.48752218878135354854838
0.01,0.15,1100,260087.29980870621220291443855
0.01,0.15,1200,267287.11209522364305228032875
0.01,0.15,1300,274486.92438174107390164621893
0.01,0.15,1400,281686.73666825850475101210911
0.01,0.15,1500,288886.54895477593560037799930
0.01,0.15,1600,296086.36124129336644974388949
0.01,0.15,1700,303286.17352781079729910977967
0.01,0.15,1800,310485.98581432822814847566985
0.01,0.15,1900,317685.79810084565899784156004
0.01,0.15,2000,324885.61038736308984720745022
0.02,-0.15,500,-105197.07639708023360120922081
0.02,-0.15,600,-97997.26411056280275184333062
0.02,-0.15,700,-90797.45182404537190247744043
0.02,-0.15,800,-83597.63953752794105311155025
0.02,-0.15,900,-76397.827251010510203745660068
0.02,-0.15,1000,-69198.014964493079354379769885
0.02,-0.15,1100,-61998.202677975648505013879698
0.02,-0.15,1200,-54798.390391458217655647989515
0.02,-0.15,1300,-47598.578104940786806282099327
0.02,-0.15,1400,-40398.765818423355956916209142
0.02,-0.15,1500,-33198.953531905925107550318959
0.02,-0.15,1600,-25999.141245388494258184428776
